"","year","region","nontaxrev","subin","subsidies","shared_income","otherincome","totincome","T_goods","N_SOE","n_protest"
"1",2013,"Beijing",146.59,95.56,NA,3514.5169,NA,NA,89724.45196,NA,53
"2",2013,"Tianjin",768.41,59.98,NA,1310.662,NA,NA,91797.248422,NA,NA
"3",2013,"Hebei",570.75,94,NA,1724.8687,NA,NA,61529.600792,NA,2
"4",2013,"Shanxi",564.74,320.47,NA,1136.8875,NA,NA,11703.752214,NA,5
"5",2013,"Inner Mongolia",505.79,154.82,NA,1215.1973,NA,NA,9813.609674,NA,NA
"6",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2013,"Liaoning",822.2,107.12,NA,2521.6155,NA,NA,82767.865092,NA,13
"8",2013,"Jilin",300.55,51.4,NA,856.4084,NA,NA,17180.028756,NA,12
"9",2013,"Heilongjiang",364.58,73.61,NA,912.8175,NA,NA,18684.331842,NA,NA
"10",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2013,"Shanghai",312.35,115.68,NA,3797.1606,NA,NA,296177.588498,NA,10
"12",2013,"Jiangsu",1148.98,193.11,NA,5419.488,NA,NA,404627.383688,NA,1
"13",2013,"Zhejiang",251.26,121.4,NA,3545.6603,NA,NA,249276.168878,NA,7
"14",2013,"Anhui",554.86,103.26,NA,1520.2168,NA,NA,26548.572732,NA,2
"15",2013,"Fujian",396.16,78.79,NA,1723.2829,NA,NA,105357.423732,NA,9
"16",2013,"Jiangxi",442.49,62.96,NA,1178.7426,NA,NA,22950.952486,NA,NA
"17",2013,"Shangdong",1026.46,163.58,NA,3533.4906,NA,NA,214790.503334,NA,NA
"18",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2013,"Henan",650.74,90.25,NA,1764.7107,NA,NA,42811.584288,NA,NA
"20",2013,"Hubei",586.37,68.73,NA,1604.848,NA,NA,24303.263688,NA,NA
"21",2013,"Hunan",731.73,62.09,NA,1299.1462,NA,NA,16583.55633,NA,8
"22",2013,"Guangdong",1313.53,233.09,NA,5767.9389,NA,NA,873772.663698,NA,23
"23",2013,"Guangxi",441.86,40.74,NA,875.7432,NA,NA,26390.719058,NA,5
"24",2013,"Hainan",69.38,11.17,NA,411.6331,NA,NA,10064.986008,NA,NA
"25",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2013,"Chongqin",580.63,56.8,NA,1112.6179,NA,NA,40091.528906,NA,NA
"27",2013,"Sichuan",680.59,112.68,NA,2103.5091,NA,NA,37574.573806,NA,10
"28",2013,"Guizhou",366.75,73.84,NA,839.6672,NA,NA,3244.276046,NA,4
"29",2013,"Yunnan",395.64,163.24,NA,1215.6592,NA,NA,10792.175328,NA,10
"30",2013,"Xizang",23.49,4.08,NA,71.5366,NA,NA,1435.029618,NA,1
"31",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2013,"Shaanxi",492.09,147.78,NA,1256.2435,NA,NA,13789.868818,NA,NA
"33",2013,"Gansu",189.55,60.79,NA,417.7266,NA,NA,4665.941192,NA,19
"34",2013,"Qinghai",48.81,19.76,NA,175.0516,NA,NA,583.60104,NA,NA
"35",2013,"Ningxia",70.85,18.8,NA,237.4913,NA,NA,1778.845596,NA,NA
"36",2013,"Xinjiang",302.15,162.64,NA,826.3414,NA,NA,25621.448974,NA,5
"37",2012,"Beijing",190.18,88,NA,3124.75,NA,NA,87750.151984,7211,175
"38",2012,"Tianjin",654.46,59.96,NA,1105.56,NA,NA,83782.280076,4336,2
"39",2012,"Hebei",523.69,96.88,NA,1560.59,NA,NA,56121.09459,5795,NA
"40",2012,"Shanxi",471.16,268.18,NA,1045.22,NA,NA,11315.56327,6005,4
"41",2012,"Inner Mongolia",432.88,138.64,NA,1119.87,NA,NA,9526.979396,2590,NA
"42",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2012,"Liaoning",788.19,110.53,NA,2317.19,NA,NA,80706.408244,10093,27
"44",2012,"Jilin",280.68,49.42,NA,760.57,NA,NA,16694.240156,3057,51
"45",2012,"Heilongjiang",325.37,49.91,NA,837.8,NA,NA,19241.280322,5880,6
"46",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2012,"Shanghai",316.92,104.7,NA,3426.79,NA,NA,296095.15584,5371,3
"48",2012,"Jiangsu",1078.1,179.34,NA,4782.59,NA,NA,401470.173808,7389,12
"49",2012,"Zhejiang",213.46,116.1,NA,3227.77,NA,NA,237463.761788,5438,85
"50",2012,"Anhui",487.63,87.48,NA,1305.09,NA,NA,22478.27329,5791,2
"51",2012,"Fujian",335.84,69.51,NA,1440.34,NA,NA,99702.283824,6768,117
"52",2012,"Jiangxi",393.91,52.03,NA,978.08,NA,NA,20620.728304,6277,64
"53",2012,"Shangdong",1009.23,138.9,NA,3050.2,NA,NA,202312.85503,9421,NA
"54",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2012,"Henan",570.77,87.89,NA,1469.57,NA,NA,37055.159196,6450,NA
"56",2012,"Hubei",498.62,55.27,NA,1324.44,NA,NA,22122.598014,8266,NA
"57",2012,"Hunan",671.42,57.94,NA,1110.74,NA,NA,14630.494516,5857,56
"58",2012,"Guangdong",1155.3,202.56,NA,5073.88,NA,NA,760653.97903,11903,175
"59",2012,"Guangxi",403.6,31.49,NA,762.46,NA,NA,27876.55904,5362,12
"60",2012,"Hainan",58.63,8.82,NA,350.8,NA,NA,9930.28487,1563,21
"61",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2012,"Chongqin",733.32,113.66,NA,970.17,NA,NA,30854.316306,3126,NA
"63",2012,"Sichuan",594.23,104.41,NA,1827.04,NA,NA,35260.779686,5505,1
"64",2012,"Guizhou",332.39,84.85,NA,681.66,NA,NA,3445.76067,3729,12
"65",2012,"Yunnan",274.25,88.58,NA,1063.9,NA,NA,8265.41034,3748,NA
"66",2012,"Xizang",16.52,1.91,NA,70.07,NA,NA,1442.700754,595,29
"67",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2012,"Shaanxi",469.13,174.77,NA,1131.55,NA,NA,10359.394496,5303,NA
"69",2012,"Gansu",172.62,75.46,NA,347.78,NA,NA,4885.430616,2575,106
"70",2012,"Qinghai",39.73,20.96,NA,146.69,NA,NA,554.4319,968,1
"71",2012,"Ningxia",56.94,12.42,NA,207.02,NA,NA,1823.05079,729,NA
"72",2012,"Xinjiang",210.04,89.4,NA,698.93,NA,NA,22933.867704,2543,NA
"73",2011,"Beijing",151.65,79.39,NA,2854.63,NA,NA,265677.17836,7300,43
"74",2011,"Tianjin",450.62,34.48,NA,1004.51,NA,NA,70502.54794,4219,NA
"75",2011,"Hebei",389.26,99.98,NA,1348.51,NA,NA,36555.77288,5947,NA
"76",2011,"Shanxi",340.55,180.61,NA,872.88,NA,NA,10054.76692,5921,3
"77",2011,"Inner Mongolia",370.98,146.7,NA,985.69,NA,NA,8136.8738,2544,16
"78",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"79",2011,"Liaoning",668.3,99.28,NA,1974.85,NA,NA,65496.4497,9556,121
"80",2011,"Jilin",225.91,36.48,NA,624.19,NA,NA,15045.55426,3032,54
"81",2011,"Heilongjiang",255.7,45.53,NA,741.85,NA,NA,26272.46776,5936,NA
"82",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"83",2011,"Shanghai",257.11,97.22,NA,3172.72,NA,NA,298408.15884,5396,16
"84",2011,"Jiangsu",1024.29,160.76,NA,4124.62,NA,NA,367994.16698,7081,43
"85",2011,"Zhejiang",198.79,110.74,NA,2952.01,NA,NA,210995.63914,5371,5
"86",2011,"Anhui",355.25,79.99,NA,1108.31,NA,NA,21352.9085,5659,3
"87",2011,"Fujian",247.2,54.14,NA,1254.31,NA,NA,97882.29726,6690,89
"88",2011,"Jiangxi",276.34,49.05,NA,777.09,NA,NA,21461.72842,5415,NA
"89",2011,"Shangdong",852.79,130.8,NA,2603.13,NA,NA,160874.30656,8987,NA
"90",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"91",2011,"Henan",458.65,90.6,NA,1263.1,NA,NA,22248.59956,6407,NA
"92",2011,"Hubei",459.79,48.79,NA,1067.11,NA,NA,22906.28626,8024,NA
"93",2011,"Hunan",601.67,73.77,NA,915.4,NA,NA,12919.64432,5783,69
"94",2011,"Guangdong",966.18,179.78,NA,4548.66,NA,NA,622984.71906,11817,318
"95",2011,"Guangxi",302.92,30.37,NA,644.8,NA,NA,15928.77154,5670,33
"96",2011,"Hainan",44.43,8.95,NA,295.69,NA,NA,8699.61928,1538,NA
"97",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"98",2011,"Chongqin",607.26,66.36,NA,881.07,NA,NA,19919.61048,3022,NA
"99",2011,"Sichuan",507.37,97.3,NA,1537.42,NA,NA,32547.88394,5502,8
"100",2011,"Guizhou",254.93,85.91,NA,518.14,NA,NA,3333.32956,3630,91
"101",2011,"Yunnan",229.21,80.32,NA,881.95,NA,NA,10931.62114,3615,NA
"102",2011,"Xizang",8.93,0.2,NA,45.83,NA,NA,926.40834,588,NA
"103",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"104",2011,"Shaanxi",566.35,365.16,NA,933.84,NA,NA,9989.43814,5136,NA
"105",2011,"Gansu",166.08,84.84,NA,284.04,NA,NA,5952.89156,2431,29
"106",2011,"Qinghai",31.96,19.56,NA,119.85,NA,NA,630.04524,909,NA
"107",2011,"Ningxia",42.85,11.55,NA,177.13,NA,NA,1558.8815,733,NA
"108",2011,"Xinjiang",127.02,46.39,NA,593.41,NA,NA,15563.01494,2464,NA
"109",2010,"Beijing",102.34,48.16,NA,2251.5896,NA,NA,205774.0971,16500,96
"110",2010,"Tianjin",292.16,20.73,NA,776.6475,NA,NA,55992.2341,7800,NA
"111",2010,"Hebei",257.81,75.98,NA,1074.0428,NA,NA,28685.17234,8600,7
"112",2010,"Shanxi",276.96,153.6,NA,692.706,NA,NA,8576.98886,8400,NA
"113",2010,"Inner Mongolia",317.16,124.5,NA,752.8129,NA,NA,5953.68268,4400,NA
"114",2010,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"115",2010,"Liaoning",488.18,55.02,NA,1516.653,NA,NA,55045.6863,13700,1
"116",2010,"Jilin",163.1,20.11,NA,439.3099,NA,NA,11488.41276,4400,26
"117",2010,"Heilongjiang",198.61,36.49,NA,556.9664,NA,NA,17401.51644,8600,NA
"118",2010,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"119",2010,"Shanghai",165.78,49.94,NA,2707.802,NA,NA,251624.3433,12400,12
"120",2010,"Jiangsu",767.25,107.37,NA,3312.606,NA,NA,317674.89072,12600,31
"121",2010,"Zhejiang",143.51,83.75,NA,2464.9571,NA,NA,172910.63812,10200,1
"122",2010,"Anhui",282.84,73.79,NA,866.5517,NA,NA,16554.43834,8300,3
"123",2010,"Fujian",185.4,35.23,NA,966.0899,NA,NA,74190.20378,9500,1
"124",2010,"Jiangxi",192.98,35.45,NA,585.1073,NA,NA,14744.28076,7500,4
"125",2010,"Shangdong",599.48,103.9,NA,2149.8997,NA,NA,129004.58978,14700,NA
"126",2010,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"127",2010,"Henan",364.77,89.04,NA,1016.5461,NA,NA,12161.08982,9700,1
"128",2010,"Hubei",233.27,34.45,NA,777.9599,NA,NA,17685.69902,11300,NA
"129",2010,"Hunan",350.85,52.48,NA,730.8356,NA,NA,9995.65798,8100,14
"130",2010,"Guangdong",713.57,97.35,NA,3803.4715,NA,NA,535299.15384,19400,74
"131",2010,"Guangxi",238.13,22.67,NA,533.8656,NA,NA,12097.93662,7600,5
"132",2010,"Hainan",33.89,7.93,NA,237.0999,NA,NA,5898.33156,2200,NA
"133",2010,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"134",2010,"Chongqin",330.52,38.5,NA,621.5564,NA,NA,8475.26174,5800,NA
"135",2010,"Sichuan",381.09,61.16,NA,1180.5792,NA,NA,22297.21252,8900,8
"136",2010,"Guizhou",138.16,59.07,NA,395.5742,NA,NA,2146.1176,5100,NA
"137",2010,"Yunnan",169.02,52.8,NA,702.1636,NA,NA,9159.34184,5800,NA
"138",2010,"Xizang",11.37,1.18,NA,25.277,NA,NA,570.19974,700,NA
"139",2010,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"140",2010,"Shaanxi",247.64,88.4,NA,710.5654,NA,NA,8253.34576,7000,7
"141",2010,"Gansu",133.3,59.02,NA,220.2883,NA,NA,5048.8119,3800,1
"142",2010,"Qinghai",21.27,13.3,NA,88.9426,NA,NA,538.07072,1300,NA
"143",2010,"Ningxia",26.77,8.92,NA,126.7854,NA,NA,1336.71318,1100,NA
"144",2010,"Xinjiang",84.34,32.44,NA,416.2343,NA,NA,11682.73502,4200,1
"145",2009,"Beijing",112.84,44.01,NA,1913.9702,NA,NA,33842.12898,NA,42
"146",2009,"Tianjin",207.72,16.44,NA,614.2718,NA,NA,11699.028,NA,4
"147",2009,"Hebei",227.79,60.89,NA,839.3286,NA,NA,3572.73884,NA,2
"148",2009,"Shanxi",223.92,115.15,NA,581.9108,NA,NA,1203.30716,NA,NA
"149",2009,"Inner Mongolia",274.03,109.76,NA,576.8306,NA,NA,1788.2381,NA,NA
"150",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",2009,"Liaoning",407.24,45.67,NA,1183.9821,NA,NA,12979.46936,NA,10
"152",2009,"Jilin",125.98,18.93,NA,361.1132,NA,NA,1753.02644,NA,1
"153",2009,"Heilongjiang",197.35,49.92,NA,444.3132,NA,NA,2036.70434,NA,NA
"154",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2009,"Shanghai",171.84,42.3,NA,2368.4528,NA,NA,37310.86964,NA,9
"156",2009,"Jiangsu",574.03,91.33,NA,2654.7485,NA,NA,31123.99752,NA,1
"157",2009,"Zhejiang",158.7,67.11,NA,1983.8146,NA,NA,18981.84684,NA,6
"158",2009,"Anhui",234.59,47.05,NA,629.3236,NA,NA,2282.54488,NA,NA
"159",2009,"Fujian",154.28,27.28,NA,778.144,NA,NA,14472.35372,NA,32
"160",2009,"Jiangxi",151.28,22.01,NA,430.0204,NA,NA,1107.6021,NA,NA
"161",2009,"Shangdong",478.29,87.41,NA,1720.3455,NA,NA,17043.01632,NA,NA
"162",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2009,"Henan",304.56,63.83,NA,821.5047,NA,NA,1556.9378,NA,8
"164",2009,"Hubei",198.8,28.36,NA,616.0604,NA,NA,2197.99052,NA,8
"165",2009,"Hunan",279.34,40.64,NA,568.2748,NA,NA,1713.33404,NA,32
"166",2009,"Guangdong",519.2,81.95,NA,3130.6117,NA,NA,116007.43616,NA,18
"167",2009,"Guangxi",203.31,18.09,NA,417.682,NA,NA,1387.04478,NA,3
"168",2009,"Hainan",27,6.19,NA,151.2437,NA,NA,878.32052,NA,13
"169",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",2009,"Chongqin",219.55,20.33,NA,435.6228,NA,NA,1217.9838,NA,NA
"171",2009,"Sichuan",287.92,57.56,NA,886.6725,NA,NA,1735.8264,NA,5
"172",2009,"Guizhou",104.77,46.56,NA,311.7071,NA,NA,450.10636,NA,32
"173",2009,"Yunnan",150.15,42.2,NA,548.1063,NA,NA,1236.30232,NA,NA
"174",2009,"Xizang",11.58,2,NA,18.5065,NA,NA,88.87142,NA,65
"175",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2009,"Shaanxi",202.47,70.46,NA,532.7984,NA,NA,1459.53456,NA,16
"177",2009,"Gansu",110.55,46.75,NA,176.0411,NA,NA,388.41946,NA,36
"178",2009,"Qinghai",17.57,7.7,NA,70.1653,NA,NA,108.93586,NA,NA
"179",2009,"Ningxia",20.84,6.7,NA,90.7389,NA,NA,302.07144,NA,NA
"180",2009,"Xinjiang",87.66,28.7,NA,301.1283,NA,NA,1544.07528,NA,19
"181",2008,"Beijing",617.481,408.569,NA,17755.757,NA,NA,185294.5578,NA,92
"182",2008,"Tianjin",1293.581,149.369,NA,5462.605,NA,NA,54833.37288,NA,NA
"183",2008,"Hebei",1986.987,548.216,NA,7488.871,NA,NA,26202.80146,NA,NA
"184",2008,"Shanxi",1815.112,969.561,NA,5664.935,NA,NA,9817.43092,NA,NA
"185",2008,"Inner Mongolia",1862.283,721.142,NA,4644.481,NA,NA,6082.40336,NA,NA
"186",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",2008,"Liaoning",3389.825,506.693,NA,10170.987,NA,NA,49399.8857,NA,1
"188",2008,"Jilin",1117.22,227.328,NA,3110.741,NA,NA,9092.51266,NA,1
"189",2008,"Heilongjiang",1580.694,822.315,NA,4202.079,NA,NA,15775.06238,NA,NA
"190",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",2008,"Shanghai",1353.18,429.598,NA,22234.284,NA,NA,219641.72142,NA,10
"192",2008,"Jiangsu",4526.993,917.887,NA,22787.081,NA,NA,267529.45626,NA,NA
"193",2008,"Zhejiang",1412.996,726.397,NA,17920.894,NA,NA,143993.20386,NA,1
"194",2008,"Anhui",1966.848,476.458,NA,5279.349,NA,NA,13765.3857,NA,NA
"195",2008,"Fujian",1289.506,271.093,NA,7044.526,NA,NA,57847.96974,NA,28
"196",2008,"Jiangxi",1306.841,269.731,NA,3579.635,NA,NA,9287.42826,NA,NA
"197",2008,"Shangdong",4235.217,812.681,NA,15335.324,NA,NA,108033.92182,NA,NA
"198",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",2008,"Henan",2666.275,647.329,NA,7422.734,NA,NA,11920.90988,NA,NA
"200",2008,"Hubei",1736.426,298.06,NA,5372.066,NA,NA,14121.26694,NA,1
"201",2008,"Hunan",2364.011,395.819,NA,4863.111,NA,NA,8557.18358,NA,1
"202",2008,"Guangdong",4455.341,860.284,NA,28647.894,NA,NA,467148.7216,NA,15
"203",2008,"Guangxi",1719.31,220.854,NA,3464.935,NA,NA,9027.06794,NA,NA
"204",2008,"Hainan",243.194,72.327,NA,1205.39,NA,NA,3088.45064,NA,3
"205",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",2008,"Chongqin",2172.813,208.691,NA,3602.925,NA,NA,6493.58798,NA,NA
"207",2008,"Sichuan",3095.864,469.061,NA,7320.739,NA,NA,15081.5093,NA,12
"208",2008,"Guizhou",870.424,406.489,NA,2607.992,NA,NA,2295.75522,NA,NA
"209",2008,"Yunnan",1316.636,503.778,NA,4823.882,NA,NA,6545.09944,NA,NA
"210",2008,"Xizang",96.958,15.8,NA,151.865,NA,NA,522.29606,NA,47
"211",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",2008,"Shaanxi",1358.707,359.535,NA,4556.043,NA,NA,5680.26206,NA,6
"213",2008,"Gansu",1021.601,317.268,NA,1628.049,NA,NA,4157.08326,NA,87
"214",2008,"Qinghai",156.726,82.85,NA,558.966,NA,NA,469.77524,NA,NA
"215",2008,"Ningxia",172.658,65.871,NA,777.432,NA,NA,1281.7508,NA,NA
"216",2008,"Xinjiang",745.107,353.432,NA,2865.509,NA,NA,15152.23952,NA,NA
"217",2007,"Beijing",569.672,374.795,NA,14356.708,NA,NA,131625.83632,NA,NA
"218",2007,"Tianjin",1020.746,134.613,NA,4383.644,NA,NA,48728.71586,NA,NA
"219",2007,"Hebei",1708.235,479.234,NA,6182.963,NA,NA,17406.96562,NA,NA
"220",2007,"Shanxi",1673.868,960.966,NA,4305.002,NA,NA,7897.20536,NA,NA
"221",2007,"Inner Mongolia",1444.558,624.687,NA,3479.057,NA,NA,5275.87698,NA,NA
"222",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",2007,"Liaoning",2670.263,508.452,NA,8156.685,NA,NA,40561.5067,NA,NA
"224",2007,"Jilin",833.03,171.692,NA,2373.862,NA,NA,7023.236,NA,NA
"225",2007,"Heilongjiang",1055.028,337.144,NA,3349.661,NA,NA,11796.27438,NA,NA
"226",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",2007,"Shanghai",989.996,405.937,NA,19754.796,NA,NA,192906.34616,NA,2
"228",2007,"Jiangsu",3429.576,768.617,NA,18947.7,NA,NA,238339.76078,NA,NA
"229",2007,"Zhejiang",1141.433,632.037,NA,15353.548,NA,NA,120609.90634,NA,3
"230",2007,"Anhui",1418.174,238.569,NA,4018.799,NA,NA,10865.82178,NA,NA
"231",2007,"Fujian",1054.341,213.206,NA,5940.236,NA,NA,50773.11316,NA,7
"232",2007,"Jiangxi",1079.937,165.149,NA,2818.573,NA,NA,6443.90428,NA,NA
"233",2007,"Shangdong",3670.464,729.652,NA,13083.516,NA,NA,83527.56808,NA,NA
"234",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",2007,"Henan",2370.648,548.857,NA,6250.156,NA,NA,8719.45866,NA,NA
"236",2007,"Hubei",1563.793,237.615,NA,4339.759,NA,NA,10140.6239,NA,NA
"237",2007,"Hunan",1958.908,292.169,NA,4106.6,NA,NA,6605.7497,NA,4
"238",2007,"Guangdong",3703.283,738.799,NA,24154.724,NA,NA,432514.8179,NA,6
"239",2007,"Guangxi",1361.456,163.642,NA,2826.809,NA,NA,6314.638,NA,7
